job_id,decision,tfidf_lr_score,tfidf_rf_score,tfidf_svc_score,tfidf_xgb_score,tfidf_lgb_score,tfidf_nn_score,tfidf_nb_score,tfidf_knn_score,tfidf_siamese_score
0,0,0.2550204068215787,0.23,-1.0939269469372883,0.08907526,0.08026471187267574,0.00026836898,0.0,0.0,0.10709535
0,0,0.6397231683502197,0.21,0.5858346092792026,0.3136195,0.608291734716465,0.14413458,1.0,0.6,0.00078243145
0,0,0.6252389195370626,0.17,0.5313741349378156,0.32899058,0.42463272013326187,0.04660759,1.0,0.0,0.00025815482
0,0,0.42830502587687963,0.22,-0.1424004020823928,0.3047582,0.28730785598650094,0.015534886,4.868062417843768e-66,0.2,0.002572967
0,0,0.2579496777320752,0.11,-0.6588974924012849,0.15647806,0.13294416914225773,0.00030564188,0.0,0.0,5.855042e-06
0,0,0.31481572028579546,0.15,-0.5361017587733303,0.08349166,0.14066173999351972,2.5055505e-07,1.836166180982061e-192,0.0,3.741043e-06
0,0,0.3547990842532478,0.48,-0.382602366836444,0.37719667,0.27627944436223933,0.000394413,3.9620256314247673e-66,0.0,0.00011258152
0,0,0.2902839476201571,0.3,-0.42775058181520853,0.37446582,0.1937464245757043,0.009285999,0.0,0.0,0.0037072618
0,0,0.3940210784739164,0.49,-0.41715891559002216,0.34005696,0.30993119785673867,4.009079e-05,1.0,0.0,2.4167082e-07
0,0,0.4744542934655348,0.13,-0.16745534274925689,0.19927184,0.24129560661056537,0.0006780482,0.01864888994159085,0.2,0.00038307498
0,0,0.3582519061049814,0.44,-0.3773680193789579,0.35610932,0.2731689209983244,0.008919289,0.0,0.2,0.0060015577
0,0,0.3738009405162178,0.21,-0.34485764181647904,0.23739073,0.20271830826053533,5.5841672e-05,1.0,0.0,4.9288446e-06
0,0,0.24834089607606044,0.17,-0.5098814400892708,0.17845388,0.11473211059986833,0.013488487,0.0,0.4,0.0034435517
0,0,0.29546378285527675,0.1,-0.8243860037625834,0.17387019,0.08821478819221783,0.00036660963,0.0,0.4,0.001117112
0,0,0.08996548134516388,0.02,-1.767963828308881,0.020563945,0.016763163496430603,1.5109608e-09,0.0,0.0,1.7144876e-06
0,0,0.2736593948873098,0.1,-0.7135816498315088,0.04047923,0.10351612220158157,4.413061e-05,0.0,0.2,9.5178475e-05
0,0,0.37428783348949407,0.28,-0.4307970826591958,0.15131585,0.11853444312929194,7.355337e-05,1.0,0.0,9.383032e-05
0,0,0.3855138610227209,0.12,-0.38541453745370813,0.14785673,0.12948296709802376,2.7019969e-05,1.0,0.0,2.7527056e-05
0,0,0.3694774804602391,0.23,-0.36049691194180356,0.3445021,0.32499294401125556,0.00010229929,1.0,0.0,0.00012920018
0,0,0.31266884771656456,0.14,-0.5707599715347629,0.13875592,0.15105583320899593,0.0012931146,5e-324,0.2,0.00031548142
0,0,0.27708892862439133,0.13,-0.6631484050348488,0.12692717,0.112774839944014,0.014488088,0.0,0.2,0.00016427923
0,0,0.42859808243322556,0.22,0.041555909373555355,0.32679924,0.4459624519141735,0.0027685983,1.0,0.6,0.03213055
0,0,0.39702788187640353,0.14,-0.41396322976046784,0.16344932,0.20972294752757673,0.0026090052,0.0,0.2,0.0003943156
0,0,0.2890896054155307,0.45,-0.5667679724241674,0.34024644,0.17206899921813099,5.2399766e-05,0.0,0.2,7.8944195e-06
0,0,0.26397724573733594,0.3,-0.7084610368712643,0.33975208,0.19356564698078244,0.0021942928,0.0,0.2,0.0005654274
0,0,0.3644386436410847,0.21,-0.23704683210564081,0.16401993,0.26207168256820246,0.000499647,0.0,0.2,0.020624656
0,0,0.1453360050215266,0.06,-1.2974506666750372,0.028486453,0.07992579509516037,0.00037004284,0.0,0.0,7.910648e-05
0,0,0.28718479363052535,0.14,-0.5823832417278751,0.055385422,0.13939470129961776,7.495381e-06,0.0,0.0,0.00018283336
0,0,0.3763068511112319,0.12,-0.36101197001962526,0.18201575,0.20244386150877614,1.8243627e-05,1.0,0.2,0.0007997919
0,1,0.614053947856539,0.87,0.6609714265118283,0.8463136,0.8676566051800964,0.99983805,1.0,0.2,0.9994117
0,1,0.46769237655514845,0.8,0.2001057358920167,0.6875651,0.6965742487751381,0.9973527,1.0730715681346151e-15,0.4,0.9971453
0,1,0.5879448352808301,0.86,0.23492249796259812,0.83448714,0.7843255740174059,0.99971443,1.0,0.4,0.9589137
0,1,0.6019700739954243,0.83,0.39127449420563243,0.91446185,0.7834612662799488,0.9995502,1.0,0.4,0.9935337
0,1,0.6748752902896917,0.86,0.5592452326927838,0.9301447,0.8858465044690126,0.9999634,1.0,0.6,0.99987274
0,1,0.40506967637803665,0.85,-0.03845644107722124,0.74010634,0.669225285687408,0.9988463,2.63879987394397e-180,0.6,0.99679947
0,1,0.3502157114699843,0.85,-0.3425444390796899,0.468738,0.6350286363134461,0.9978399,0.0,0.2,0.89318395
0,1,0.37430375012296774,0.69,-0.2331509633864084,0.77924055,0.615225633290845,0.9992689,0.0,0.2,0.99262017
0,1,0.5228414080706255,0.8,0.18298473437229507,0.64130086,0.7898298338129592,0.97817886,1.0,0.2,0.8940596
0,1,0.5140831270183531,0.82,0.2048001024542097,0.7436996,0.7740207148158487,0.9993955,1.0,0.4,0.99789315
0,1,0.5598175609493001,0.86,0.33297085234577606,0.6644039,0.6750784772368474,0.99860346,1.0,0.4,0.9955024
0,1,0.5544564035326802,0.82,0.43095595667750874,0.88871044,0.8413362612959249,0.9996304,1.0,0.6,0.99676716
0,1,0.4869235230554429,0.86,0.49900392782042247,0.8859576,0.8580252393581298,0.99988776,1.0,0.6,0.9999726
0,1,0.3982186476319012,0.85,0.005020889966604214,0.7033886,0.7046227770647048,0.9997248,2.224690703607676e-193,0.4,0.9993806
0,1,0.4523056305833717,0.57,0.4246728718828333,0.8662286,0.8051631146712936,0.9986202,1.0,0.0,0.97980386
0,1,0.47740345528558825,0.85,0.0765184152503039,0.7490961,0.8173280116240544,0.9993846,1.0,0.4,0.9971403
0,1,0.6375062358304808,0.82,0.7522382658524176,0.87736696,0.8848832290532161,0.9999594,1.0,0.8,0.99993294
